age,c_charge_degree,race,sex,priors_count,decile_score
47,F,Caucasian,Male,1,1
30,F,Caucasian,Male,4,4
47,F,African-American,Male,1,1
39,F,African-American,Male,1,2
30,M,Hispanic,Male,2,2
24,F,Caucasian,Male,1,3
45,F,Caucasian,Male,3,1
26,F,Caucasian,Male,2,9
39,F,Caucasian,Male,3,2
40,F,Caucasian,Male,1,3
24,F,African-American,Male,0,10
23,F,African-American,Male,1,7
61,M,Caucasian,Male,0,1
42,F,Caucasian,Male,3,5
38,F,African-American,Male,3,2
67,F,Caucasian,Male,0,1
23,F,Caucasian,Male,2,6
31,F,Caucasian,Male,1,4
40,F,African-American,Male,15,8
44,F,African-American,Male,0,2
37,F,African-American,Male,10,7
22,M,African-American,Female,3,9
31,M,Caucasian,Male,6,3
28,F,African-American,Male,9,7
24,M,Other,Male,5,6
33,F,Caucasian,Male,9,4
30,F,African-American,Female,10,10
31,F,Other,Male,5,1
35,F,African-American,Male,0,7
57,F,African-American,Male,23,8
39,F,Caucasian,Female,8,7
65,F,Caucasian,Male,3,2
22,M,Caucasian,Female,0,9
35,F,African-American,Female,2,6
29,M,African-American,Male,2,3
62,F,African-American,Male,13,8
22,M,African-American,Male,0,3
31,F,Hispanic,Male,8,3
56,F,African-American,Female,1,1
25,F,Caucasian,Male,2,6
33,M,Caucasian,Male,10,4
25,F,Caucasian,Male,2,5
27,F,African-American,Female,3,5
37,F,African-American,Male,1,10
41,M,Caucasian,Male,2,1
35,F,African-American,Male,5,8
25,M,Hispanic,Male,1,7
55,M,Caucasian,Male,0,1
26,F,African-American,Male,2,2
35,F,African-American,Male,7,3
50,M,Caucasian,Male,3,4
25,F,African-American,Male,3,6
65,M,Caucasian,Female,1,1
31,F,African-American,Female,0,5
24,M,African-American,Female,0,2
34,F,African-American,Male,6,8
24,M,Other,Male,3,8
30,F,African-American,Female,4,6
35,M,Hispanic,Female,0,2
30,F,African-American,Male,14,6
24,M,Caucasian,Male,1,2
51,F,Caucasian,Male,3,3
28,F,African-American,Female,3,3
27,F,African-American,Female,4,6
22,F,Caucasian,Male,2,3
29,F,African-American,Male,2,4
31,F,African-American,Male,0,6
31,M,Caucasian,Male,0,1
32,F,African-American,Female,3,2
27,F,African-American,Male,1,2
29,F,Caucasian,Male,6,5
59,F,African-American,Male,3,3
24,M,African-American,Male,1,2
33,F,African-American,Male,0,10
35,M,Other,Female,0,1
28,F,Caucasian,Male,9,8
40,F,Other,Female,0,1
45,M,Other,Male,0,3
24,M,African-American,Male,9,9
31,F,African-American,Male,16,9
25,M,Hispanic,Male,0,2
24,F,African-American,Male,0,9
23,M,Hispanic,Male,6,8
23,F,African-American,Male,7,8
48,M,Hispanic,Male,0,1
62,F,Caucasian,Male,0,1
25,F,African-American,Female,4,7
25,F,Other,Male,1,3
49,M,African-American,Male,1,7
50,F,Caucasian,Male,0,1
47,F,African-American,Male,3,8
37,F,African-American,Male,14,8
26,M,Caucasian,Male,0,2
28,F,African-American,Male,21,10
26,F,African-American,Female,3,2
48,F,Other,Male,4,2
20,F,African-American,Male,1,8
34,F,African-American,Male,9,10
26,M,Hispanic,Male,1,1
46,F,African-American,Male,9,9
21,F,African-American,Male,0,8
27,F,Caucasian,Female,2,5
21,M,African-American,Male,3,8
29,F,Caucasian,Male,1,4
46,F,Caucasian,Male,4,4
24,F,African-American,Male,0,4
51,M,Hispanic,Female,2,1
57,M,African-American,Male,8,4
33,F,African-American,Male,4,2
23,F,African-American,Male,4,9
29,F,African-American,Male,5,8
22,M,Caucasian,Male,0,4
56,M,Hispanic,Male,10,2
33,M,Caucasian,Female,1,6
27,F,Other,Male,0,4
40,F,African-American,Male,3,8
48,M,Other,Male,0,1
32,F,African-American,Male,10,6
24,M,African-American,Male,1,4
32,F,African-American,Male,1,2
19,F,African-American,Male,2,7
23,F,African-American,Male,6,9
39,F,Caucasian,Male,17,7
25,F,African-American,Male,1,3
42,F,African-American,Male,6,8
29,M,Caucasian,Male,1,3
38,M,Caucasian,Male,2,1
32,F,Caucasian,Male,10,5
23,M,Caucasian,Male,4,5
58,F,African-American,Male,10,3
42,F,African-American,Male,9,6
52,F,Hispanic,Male,3,4
26,F,Caucasian,Male,1,4
27,F,Caucasian,Male,1,1
33,F,Caucasian,Male,1,2
33,F,African-American,Male,2,8
23,M,African-American,Male,0,2
25,F,African-American,Male,4,8
32,F,African-American,Male,0,2
34,F,Hispanic,Male,14,9
29,M,Caucasian,Female,0,2
38,F,African-American,Male,19,9
29,M,Caucasian,Male,0,1
27,F,African-American,Male,6,8
25,M,Caucasian,Male,0,2
31,F,Caucasian,Female,2,5
30,F,African-American,Male,8,9
41,F,African-American,Male,0,7
59,F,African-American,Male,8,4
21,M,Caucasian,Male,1,4
27,F,African-American,Male,6,4
30,F,African-American,Male,0,1
43,F,Caucasian,Male,4,5
24,F,Caucasian,Female,2,9
45,M,African-American,Male,13,7
23,F,Caucasian,Male,0,9
40,F,Caucasian,Female,5,10
23,F,African-American,Female,0,7
39,F,African-American,Male,3,2
26,F,African-American,Female,5,5
26,M,Caucasian,Female,0,2
21,M,African-American,Male,0,4
30,F,Caucasian,Male,3,3
44,F,Caucasian,Male,0,4
21,F,African-American,Male,1,7
23,M,African-American,Male,0,4
49,F,African-American,Female,1,1
23,F,African-American,Male,3,10
24,F,African-American,Male,1,5
21,F,African-American,Female,1,4
37,F,Caucasian,Female,7,6
28,F,Caucasian,Male,2,2
23,F,Other,Male,7,6
24,F,African-American,Female,2,6
31,F,Caucasian,Male,0,7
24,M,African-American,Male,2,10
25,F,African-American,Male,1,2
33,M,African-American,Male,1,1
26,M,African-American,Male,24,10
27,F,African-American,Male,1,7
46,F,Caucasian,Male,0,1
38,M,Caucasian,Female,1,6
24,M,African-American,Female,0,5
38,M,African-American,Female,0,4
27,F,African-American,Male,7,9
48,F,African-American,Male,6,3
31,F,Caucasian,Female,2,4
28,M,African-American,Male,5,5
30,F,Hispanic,Male,7,9
25,M,Caucasian,Male,6,5
55,M,Caucasian,Male,0,1
40,F,African-American,Male,5,7
21,F,African-American,Male,0,4
28,F,African-American,Male,10,7
20,F,African-American,Male,2,9
31,F,African-American,Male,10,9
57,M,African-American,Female,0,1
25,M,African-American,Male,0,2
22,F,African-American,Male,7,8
31,F,African-American,Male,3,3
43,F,African-American,Male,7,4
25,M,Caucasian,Female,0,4
39,M,Hispanic,Male,1,2
40,F,African-American,Male,1,1
20,F,African-American,Male,0,5
35,M,African-American,Male,2,7
34,M,African-American,Male,1,1
27,F,Caucasian,Male,18,9
38,F,African-American,Female,3,1
21,F,Caucasian,Male,0,7
25,M,African-American,Male,0,1
53,M,African-American,Male,6,6
50,F,African-American,Female,4,3
23,M,Caucasian,Female,1,6
22,F,Other,Male,0,5
27,M,Caucasian,Male,0,3
29,F,African-American,Male,5,8
38,M,African-American,Male,1,1
54,F,Caucasian,Female,2,2
26,F,African-American,Male,1,10
37,F,African-American,Male,23,8
36,M,African-American,Male,25,10
28,F,African-American,Male,18,10
49,M,African-American,Male,1,1
36,F,African-American,Male,11,7
41,F,Caucasian,Female,0,3
26,F,Hispanic,Male,9,7
40,F,Caucasian,Male,9,9
21,F,African-American,Male,7,10
22,F,Other,Male,0,2
33,F,Caucasian,Male,0,1
26,F,African-American,Male,7,7
27,M,African-American,Female,0,3
35,F,African-American,Male,1,2
27,M,African-American,Male,3,2
37,M,Hispanic,Male,3,1
31,F,African-American,Female,3,5
36,F,African-American,Male,26,8
32,M,Other,Female,0,2
50,F,Caucasian,Male,1,1
52,F,Caucasian,Male,1,1
24,M,African-American,Male,1,4
38,F,African-American,Male,0,4
54,F,African-American,Male,11,8
71,F,Caucasian,Male,13,2
27,F,African-American,Male,9,7
39,F,Caucasian,Female,1,4
34,M,Other,Male,1,2
23,M,Other,Male,0,8
36,F,African-American,Female,5,6
55,F,African-American,Male,0,1
27,F,Caucasian,Male,0,4
23,F,African-American,Male,2,4
20,F,African-American,Male,1,7
31,F,African-American,Female,10,8
24,F,Caucasian,Male,8,9
37,F,Caucasian,Female,2,8
26,F,Caucasian,Male,0,3
29,F,Caucasian,Male,0,2
41,M,African-American,Male,4,1
37,F,African-American,Male,0,1
46,F,Caucasian,Male,2,3
56,F,Caucasian,Female,10,5
23,F,African-American,Male,0,3
23,F,African-American,Female,1,5
25,F,African-American,Male,0,8
24,F,African-American,Male,1,7
26,M,Hispanic,Male,1,2
24,F,Caucasian,Male,2,7
23,F,African-American,Male,0,9
43,F,Caucasian,Male,2,1
53,M,Caucasian,Female,0,1
24,F,African-American,Male,1,6
28,F,African-American,Male,0,4
21,F,Caucasian,Male,1,3
31,M,Other,Male,0,2
33,F,Caucasian,Male,3,7
35,F,African-American,Female,1,1
55,M,Caucasian,Male,3,3
50,M,Hispanic,Male,9,5
28,M,African-American,Male,0,3
44,M,Caucasian,Male,0,1
19,F,African-American,Male,3,10
23,M,Other,Male,2,7
24,F,African-American,Male,3,8
50,F,Caucasian,Male,2,3
31,M,African-American,Male,0,4
28,F,Caucasian,Female,0,4
42,F,Caucasian,Male,0,1
21,M,African-American,Male,0,9
21,F,Caucasian,Male,0,8
24,M,Other,Male,0,4
31,F,Caucasian,Male,3,5
23,M,Hispanic,Male,0,3
27,F,Caucasian,Male,0,9
32,M,Other,Male,0,2
28,F,African-American,Male,7,5
67,M,Caucasian,Male,0,1
32,F,African-American,Female,11,7
44,F,African-American,Male,7,4
25,F,African-American,Male,1,4
30,M,African-American,Female,15,8
28,M,Caucasian,Male,9,4
27,F,African-American,Male,0,6
36,M,Other,Male,8,2
25,M,Caucasian,Female,0,4
31,F,Caucasian,Male,5,5
30,M,Caucasian,Male,0,1
33,F,African-American,Male,4,2
38,M,Hispanic,Male,0,1
26,M,African-American,Male,1,3
52,F,Hispanic,Male,5,3
22,M,Caucasian,Female,2,7
50,F,Caucasian,Male,0,1
58,F,Caucasian,Male,1,1
34,M,Caucasian,Male,3,4
32,F,Caucasian,Male,1,1
29,M,African-American,Male,0,1
27,M,African-American,Male,0,1
39,F,Caucasian,Male,5,3
24,F,African-American,Male,0,3
38,M,African-American,Male,8,7
52,F,Caucasian,Male,7,2
56,M,African-American,Male,3,2
46,F,Caucasian,Male,7,6
38,F,Caucasian,Male,5,1
47,M,Caucasian,Male,3,5
32,F,Caucasian,Male,0,1
34,M,African-American,Male,27,7
42,F,African-American,Male,5,6
35,M,African-American,Female,0,1
20,F,Caucasian,Male,0,10
32,F,Caucasian,Female,2,10
21,M,Caucasian,Male,0,5
24,M,African-American,Male,0,2
24,M,African-American,Male,1,9
26,M,African-American,Male,0,3
52,F,Caucasian,Male,8,2
27,M,African-American,Male,1,2
27,M,Caucasian,Female,0,5
56,F,Caucasian,Male,0,1
52,F,Caucasian,Male,16,9
37,F,African-American,Male,3,1
45,M,African-American,Male,0,1
36,F,Caucasian,Female,3,6
29,F,African-American,Female,0,2
21,F,Hispanic,Male,0,3
20,M,Other,Male,3,2
27,F,African-American,Male,11,8
28,F,African-American,Male,11,8
38,M,African-American,Male,4,1
30,F,Other,Male,0,1
19,F,African-American,Female,1,9
37,F,Caucasian,Female,1,1
34,M,African-American,Male,0,1
37,F,Caucasian,Male,7,8
21,F,African-American,Male,1,8
21,F,African-American,Male,0,9
38,F,Caucasian,Female,3,4
47,M,African-American,Male,1,4
56,F,Caucasian,Male,3,2
27,F,African-American,Male,2,7
23,M,African-American,Male,0,8
57,F,Caucasian,Male,0,1
25,F,African-American,Male,9,7
23,F,African-American,Female,2,10
32,F,African-American,Male,8,10
36,M,African-American,Female,2,5
41,M,African-American,Male,5,5
39,F,Other,Female,0,1
21,F,African-American,Male,1,6
31,M,African-American,Male,2,4
37,M,Caucasian,Male,0,1
27,F,African-American,Male,0,2
22,F,African-American,Male,2,4
59,F,Caucasian,Male,2,1
33,F,African-American,Female,0,9
43,F,African-American,Female,2,3
25,F,Caucasian,Male,5,4
23,F,African-American,Male,3,5
43,M,Caucasian,Female,3,2
56,M,Caucasian,Male,9,1
20,F,African-American,Female,1,8
50,M,African-American,Male,2,5
54,M,Caucasian,Female,1,2
20,F,African-American,Male,1,10
36,M,Other,Male,3,4
36,F,African-American,Female,3,6
56,M,African-American,Male,0,4
25,F,African-American,Male,2,9
42,F,Caucasian,Female,1,3
48,F,African-American,Male,4,6
34,M,African-American,Male,21,10
28,F,Caucasian,Male,0,2
32,F,Caucasian,Male,1,3
31,F,Caucasian,Female,2,1
24,F,African-American,Female,4,9
25,F,Caucasian,Female,0,4
32,F,Caucasian,Female,4,2
37,F,African-American,Male,20,9
24,F,African-American,Male,1,3
48,M,African-American,Male,0,1
35,F,African-American,Male,1,2
21,F,African-American,Male,1,4
21,F,African-American,Female,0,10
27,F,Caucasian,Female,0,2
22,F,African-American,Male,0,2
28,F,African-American,Male,4,5
26,M,African-American,Male,0,2
23,M,Other,Male,0,2
34,F,Caucasian,Male,0,2
22,F,African-American,Male,3,9
30,F,Other,Male,5,5
44,F,Caucasian,Male,5,2
57,F,Caucasian,Male,1,2
22,F,African-American,Male,0,8
24,F,African-American,Male,7,8
20,F,Caucasian,Male,0,4
53,M,Hispanic,Male,1,1
60,F,African-American,Male,13,3
22,F,African-American,Female,2,5
43,M,Hispanic,Male,0,1
72,F,Caucasian,Male,7,4
33,F,African-American,Male,3,5
24,F,African-American,Male,1,4
60,F,African-American,Male,0,1
24,F,Caucasian,Male,3,5
30,M,African-American,Male,1,4
43,M,Caucasian,Female,0,6
48,M,Hispanic,Male,1,1
54,M,Other,Male,0,1
45,M,African-American,Male,1,1
36,F,Other,Male,0,4
31,M,Caucasian,Male,1,1
40,M,African-American,Male,0,1
50,F,Caucasian,Male,1,1
26,M,Other,Female,1,6
41,F,African-American,Male,7,4
34,F,Caucasian,Male,5,6
28,F,Caucasian,Female,0,6
23,F,Caucasian,Male,2,9
37,M,Hispanic,Female,0,1
35,M,Hispanic,Male,5,2
21,F,Caucasian,Male,1,6
22,M,African-American,Female,2,8
29,F,African-American,Male,6,8
30,M,African-American,Female,0,2
45,M,Caucasian,Male,3,3
24,F,African-American,Female,2,4
31,F,Caucasian,Male,4,8
56,M,Caucasian,Male,0,1
24,F,African-American,Male,14,10
38,F,African-American,Male,11,6
51,F,African-American,Male,22,9
22,F,Caucasian,Male,0,3
28,M,African-American,Male,5,8
47,F,African-American,Male,19,8
51,M,African-American,Male,0,4
25,M,Caucasian,Male,1,3
53,F,Hispanic,Male,1,1
30,F,African-American,Male,0,1
33,F,Caucasian,Male,0,6
35,F,African-American,Male,5,4
33,F,African-American,Female,0,2
59,M,Other,Male,1,1
33,F,Caucasian,Female,1,7
27,F,African-American,Male,2,7
29,F,African-American,Female,9,7
24,F,African-American,Male,3,10
43,F,African-American,Male,5,9
37,M,African-American,Male,11,7
53,F,African-American,Male,13,7
26,F,African-American,Male,4,8
30,M,Caucasian,Female,1,3
27,F,African-American,Male,6,7
39,F,Caucasian,Male,9,5
37,M,Caucasian,Male,4,4
22,M,Caucasian,Male,3,10
25,F,Caucasian,Male,0,6
26,F,Hispanic,Male,1,5
28,M,Caucasian,Female,0,6
25,M,African-American,Male,0,5
58,F,Caucasian,Male,1,1
29,M,Caucasian,Female,1,5
33,F,African-American,Male,8,5
38,F,African-American,Male,0,1
38,F,Caucasian,Male,2,3
59,F,African-American,Male,22,6
29,M,Other,Male,4,5
53,M,Caucasian,Male,0,2
33,F,African-American,Male,2,8
58,M,Caucasian,Male,1,1
53,F,Caucasian,Male,2,4
32,M,Caucasian,Male,0,6
35,F,African-American,Male,6,8
39,F,Caucasian,Male,1,1
36,M,Hispanic,Male,1,9
42,M,Caucasian,Female,5,4
37,M,African-American,Male,0,2
39,F,Caucasian,Male,0,1
52,M,Caucasian,Female,3,1
60,M,Other,Male,1,1
37,M,Hispanic,Male,2,1
42,F,Caucasian,Male,4,1
23,F,African-American,Male,6,6
42,M,African-American,Female,0,1
28,F,African-American,Male,5,4
38,F,Caucasian,Male,12,5
43,F,African-American,Female,2,2
42,F,African-American,Male,0,5
25,M,Caucasian,Female,0,3
32,F,African-American,Male,7,9
21,F,African-American,Male,0,6
35,M,Caucasian,Female,1,5
37,F,Caucasian,Male,0,5
33,F,African-American,Female,2,2
51,F,Caucasian,Female,4,3
39,F,Caucasian,Male,3,4
35,M,Hispanic,Male,5,6
40,F,African-American,Male,3,7
32,F,African-American,Male,17,8
32,F,Caucasian,Male,3,6
37,M,Other,Male,0,1
32,F,African-American,Male,10,6
47,M,Caucasian,Male,5,3
23,M,Caucasian,Female,0,7
63,F,Caucasian,Male,10,4
38,F,African-American,Male,16,9
32,M,African-American,Male,6,5
31,F,African-American,Male,4,8
23,F,African-American,Male,0,3
38,M,Hispanic,Male,1,5
47,M,Caucasian,Female,0,1
33,F,Caucasian,Male,1,8
22,F,Caucasian,Male,1,4
40,M,Caucasian,Male,0,1
36,F,African-American,Male,14,7
65,M,Caucasian,Female,0,1
22,M,African-American,Female,0,3
34,M,Hispanic,Male,0,1
38,F,Hispanic,Female,0,1
26,F,Caucasian,Female,4,3
20,M,Hispanic,Male,0,4
49,F,Hispanic,Male,0,1
52,F,Caucasian,Male,2,9
25,M,Other,Male,2,2
34,F,African-American,Male,5,1
33,M,African-American,Male,1,1
21,F,African-American,Male,1,7
46,F,African-American,Male,9,4
57,M,Caucasian,Male,1,4
22,F,African-American,Male,2,3
48,M,Caucasian,Female,1,1
40,F,African-American,Male,21,5
30,F,African-American,Female,1,2
21,M,Caucasian,Male,4,7
39,F,African-American,Female,22,10
33,M,Caucasian,Female,0,6
24,F,African-American,Male,0,3
43,F,African-American,Male,0,1
45,M,Caucasian,Female,0,1
51,F,African-American,Male,3,3
31,M,African-American,Male,9,7
27,M,Caucasian,Male,0,2
32,F,African-American,Male,1,2
49,M,Caucasian,Male,0,1
29,F,African-American,Male,2,3
23,F,African-American,Male,2,6
30,M,Asian,Male,6,3
30,M,Caucasian,Male,0,4
34,F,African-American,Male,13,4
33,F,African-American,Male,4,6
28,M,African-American,Male,1,2
29,F,African-American,Male,1,8
38,M,Caucasian,Male,0,1
37,F,Caucasian,Male,0,3
33,M,Caucasian,Female,0,1
30,F,Hispanic,Male,0,2
51,F,African-American,Male,19,9
65,M,African-American,Male,7,5
32,M,African-American,Female,1,1
38,F,Caucasian,Male,5,7
35,F,African-American,Male,1,4
57,F,Caucasian,Male,1,1
26,F,Caucasian,Male,1,3
36,M,African-American,Female,4,6
33,F,Hispanic,Female,2,4
35,F,Caucasian,Male,3,5
33,F,African-American,Male,0,1
47,M,Caucasian,Male,0,1
53,M,Hispanic,Female,0,1
35,M,Caucasian,Male,1,4
36,F,African-American,Female,1,3
25,M,Caucasian,Female,0,3
52,F,Hispanic,Male,10,6
51,F,Caucasian,Male,6,3
24,F,African-American,Male,8,8
32,F,Caucasian,Male,0,2
43,F,African-American,Male,8,7
45,M,African-American,Male,20,7
42,M,African-American,Male,10,5
22,F,African-American,Male,1,7
49,F,African-American,Male,4,4
42,F,African-American,Male,0,1
40,M,Caucasian,Male,0,8
25,F,African-American,Male,2,7
25,M,Caucasian,Male,0,5
23,F,African-American,Male,0,5
21,F,Caucasian,Male,2,7
31,M,Caucasian,Male,3,5
28,M,African-American,Female,0,2
24,F,African-American,Male,11,9
45,F,Caucasian,Male,0,1
23,M,African-American,Male,2,4
39,F,African-American,Male,7,8
24,F,African-American,Male,1,2
46,F,Caucasian,Male,1,1
47,F,Caucasian,Male,3,1
22,M,African-American,Male,1,4
34,M,Caucasian,Female,0,2
33,M,Caucasian,Male,0,1
29,F,African-American,Male,16,10
34,M,Hispanic,Male,3,2
29,M,African-American,Male,0,6
25,M,Caucasian,Female,2,3
34,F,Caucasian,Male,16,6
55,F,African-American,Female,1,1
27,F,African-American,Male,0,4
26,M,African-American,Male,0,3
39,F,African-American,Male,19,9
24,F,African-American,Male,1,7
29,M,Caucasian,Male,0,2
50,F,African-American,Male,13,1
25,F,Hispanic,Male,2,5
31,F,African-American,Male,4,5
31,M,Other,Male,0,2
26,F,Caucasian,Male,2,6
54,F,Caucasian,Male,2,2
33,F,African-American,Male,14,8
22,M,African-American,Male,0,4
35,F,African-American,Male,8,9
30,F,Other,Female,4,7
25,F,African-American,Male,0,2
25,F,African-American,Male,0,5
44,F,African-American,Male,0,2
29,F,Caucasian,Female,2,7
46,F,Caucasian,Male,2,3
53,M,Caucasian,Male,0,1
24,F,African-American,Male,2,7
52,F,African-American,Female,2,1
27,M,African-American,Male,0,2
41,F,Caucasian,Male,0,1
21,F,African-American,Female,0,5
24,F,Caucasian,Male,1,4
23,M,Caucasian,Male,0,2
42,F,African-American,Male,0,1
24,F,African-American,Male,5,8
26,F,African-American,Male,4,8
50,F,Caucasian,Male,9,3
32,M,African-American,Female,3,6
40,F,African-American,Male,13,9
27,F,African-American,Male,2,3
23,F,Caucasian,Male,0,9
37,M,African-American,Male,22,9
32,M,African-American,Male,1,4
52,M,Caucasian,Male,4,3
29,F,Caucasian,Male,2,2
49,M,African-American,Male,0,1
50,F,Caucasian,Male,0,1
26,F,Caucasian,Male,2,2
34,F,Caucasian,Female,0,8
28,F,Caucasian,Female,1,7
30,F,African-American,Male,0,3
24,F,African-American,Male,3,4
25,M,African-American,Male,0,2
25,M,African-American,Male,4,3
45,F,Caucasian,Male,2,1
26,F,Caucasian,Male,1,7
37,F,Other,Male,2,1
24,M,Hispanic,Male,0,2
40,M,Caucasian,Male,2,1
33,F,Hispanic,Female,0,2
53,F,Hispanic,Male,18,2
55,M,Hispanic,Male,0,1
30,F,Other,Male,6,9
21,F,African-American,Male,1,7
55,M,Caucasian,Male,0,1
22,F,Caucasian,Male,1,3
23,F,African-American,Female,1,3
57,F,Caucasian,Male,9,4
33,M,Caucasian,Male,0,3
32,F,Caucasian,Male,2,1
47,F,Caucasian,Male,3,2
51,M,Caucasian,Male,6,1
22,F,African-American,Male,1,6
47,F,Caucasian,Male,2,1
28,F,Caucasian,Male,1,1
28,F,African-American,Male,5,8
44,M,Caucasian,Female,1,1
25,F,African-American,Male,0,4
34,M,African-American,Male,4,2
65,M,Caucasian,Male,0,1
33,F,Caucasian,Male,5,6
23,M,Caucasian,Female,0,3
44,M,Caucasian,Female,0,1
24,M,African-American,Male,1,3
51,M,Caucasian,Male,1,2
21,F,African-American,Female,0,8
39,F,Caucasian,Male,6,6
29,F,African-American,Male,29,8
24,F,Caucasian,Male,1,6
23,F,African-American,Female,0,5
31,F,African-American,Male,11,10
35,M,African-American,Female,0,2
30,F,Other,Male,0,1
39,F,African-American,Female,4,6
51,M,Caucasian,Male,0,1
22,F,Caucasian,Male,1,7
29,F,Caucasian,Male,2,2
32,F,Caucasian,Male,6,2
33,M,Caucasian,Male,3,4
58,F,Caucasian,Male,5,3
54,F,Other,Male,0,1
33,F,African-American,Male,2,9
48,F,African-American,Male,10,4
23,M,African-American,Male,0,8
23,F,Caucasian,Male,2,7
47,M,Asian,Male,1,1
21,F,Other,Male,0,4
29,M,African-American,Male,0,9
48,F,Caucasian,Male,2,1
37,M,Caucasian,Male,4,4
50,F,Caucasian,Male,3,3
19,F,African-American,Male,3,8
49,F,African-American,Male,13,3
58,F,Caucasian,Male,2,5
31,F,African-American,Male,6,8
23,M,African-American,Male,1,7
23,F,African-American,Female,0,3
31,F,Caucasian,Male,17,8
33,F,Other,Male,0,1
57,F,Caucasian,Male,6,2
31,M,Caucasian,Female,0,2
57,F,African-American,Male,19,6
57,M,Caucasian,Male,12,5
29,M,African-American,Male,6,7
30,M,African-American,Male,0,1
45,F,African-American,Male,11,3
42,F,Caucasian,Male,0,5
48,F,Other,Male,7,2
29,F,African-American,Male,12,8
28,F,Caucasian,Female,0,2
25,M,African-American,Male,1,2
34,M,Caucasian,Female,3,5
27,F,African-American,Male,0,2
39,F,African-American,Male,4,4
27,F,African-American,Male,4,5
30,F,Caucasian,Male,7,10
31,M,African-American,Male,15,10
20,M,African-American,Male,1,9
26,F,Caucasian,Male,2,9
34,F,Caucasian,Male,0,1
27,M,Caucasian,Male,0,2
29,F,African-American,Male,4,2
27,F,African-American,Male,7,6
24,F,Caucasian,Female,0,8
29,F,African-American,Male,0,5
20,F,Caucasian,Male,0,3
23,F,Caucasian,Female,0,3
48,M,African-American,Female,0,1
34,M,African-American,Male,0,1
46,M,African-American,Male,1,6
41,F,Caucasian,Female,3,5
26,F,African-American,Male,3,6
37,F,African-American,Male,11,8
22,F,Caucasian,Female,2,3
32,F,African-American,Male,7,1
44,M,African-American,Male,0,1
60,M,African-American,Male,3,1
49,F,Caucasian,Male,0,1
30,M,African-American,Male,10,4
52,F,Caucasian,Male,0,1
34,F,African-American,Male,0,10
55,F,African-American,Male,5,4
33,M,African-American,Male,0,7
22,F,African-American,Male,0,6
27,M,African-American,Female,0,2
20,F,African-American,Male,0,5
33,F,Caucasian,Male,0,2
26,M,African-American,Male,0,2
29,M,African-American,Male,0,5
32,M,African-American,Male,1,3
37,M,Caucasian,Male,4,1
31,F,African-American,Male,15,10
29,F,African-American,Male,6,8
31,F,African-American,Male,6,4
36,F,Caucasian,Female,2,3
37,F,African-American,Female,1,1
34,M,Caucasian,Male,5,2
20,M,Caucasian,Male,1,5
24,F,Caucasian,Male,8,9
29,M,African-American,Male,8,9
45,F,African-American,Female,1,1
34,F,Caucasian,Male,2,7
70,M,African-American,Male,0,1
23,F,African-American,Male,4,9
27,M,Caucasian,Male,5,4
44,F,Caucasian,Male,6,6
26,M,African-American,Male,0,5
23,M,Caucasian,Female,2,6
27,F,African-American,Male,3,9
46,F,Caucasian,Female,1,2
27,F,African-American,Female,1,5
45,F,Caucasian,Male,7,2
42,M,African-American,Male,1,5
24,M,Caucasian,Female,3,5
20,F,African-American,Male,2,8
49,F,Caucasian,Male,3,4
29,F,Hispanic,Male,0,2
52,F,Caucasian,Female,1,1
37,M,Hispanic,Male,4,1
26,M,African-American,Male,1,3
53,F,African-American,Male,15,1
47,F,Hispanic,Male,1,1
38,M,African-American,Male,0,8
25,F,African-American,Male,1,6
21,F,African-American,Male,1,10
48,M,African-American,Male,0,1
24,F,Other,Female,0,3
22,F,African-American,Male,0,4
38,M,Caucasian,Male,2,2
23,F,Other,Male,0,3
54,M,Other,Male,2,1
24,F,Hispanic,Male,1,4
44,M,Caucasian,Female,0,1
64,M,Caucasian,Male,0,1
38,M,Caucasian,Male,5,5
45,M,Other,Female,0,1
49,F,African-American,Male,1,5
33,M,Asian,Male,0,1
44,F,Hispanic,Male,2,2
51,F,African-American,Male,3,1
50,F,African-American,Male,0,1
33,M,Caucasian,Male,2,2
54,M,Caucasian,Female,0,1
28,F,Hispanic,Male,3,5
42,M,African-American,Male,17,7
34,F,Caucasian,Male,3,1
38,F,Caucasian,Male,2,3
21,F,African-American,Male,1,9
33,F,African-American,Male,5,4
32,M,African-American,Male,9,7
45,M,Caucasian,Male,1,1
30,F,Caucasian,Male,1,8
29,F,African-American,Female,0,10
51,M,Caucasian,Female,0,1
28,F,African-American,Female,0,3
27,F,Caucasian,Male,1,3
28,F,Hispanic,Male,16,10
30,F,African-American,Female,0,2
32,M,African-American,Male,0,7
27,F,Caucasian,Male,5,4
21,F,Hispanic,Male,1,5
21,F,African-American,Male,0,5
34,F,Caucasian,Female,0,3
24,F,African-American,Male,7,9
32,M,Caucasian,Male,0,1
38,F,Caucasian,Female,5,6
56,M,African-American,Male,3,1
44,M,African-American,Female,0,1
31,M,African-American,Male,1,5
25,F,Caucasian,Female,6,7
20,M,African-American,Female,0,5
35,M,African-American,Male,1,5
33,F,African-American,Male,1,4
24,M,African-American,Male,0,3
40,M,Hispanic,Female,2,2
27,F,African-American,Male,9,9
38,F,African-American,Male,9,5
20,F,Caucasian,Male,0,6
30,F,African-American,Male,9,3
36,F,Caucasian,Male,9,6
23,M,African-American,Male,2,9
