priors_count;days_b_screening_arrest;decile_score;is_recid;two_year_recid;c_charge_degree_F;c_charge_degree_M;race_African-American;race_Asian;race_Caucasian;race_Hispanic;race_Native American;race_Other;age_cat_25 - 45;age_cat_Greater than 45;age_cat_Less than 25;score_text_High;score_text_Low;score_text_Medium;sex_Female;sex_Male
0;-1;6;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
0;-1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
1;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
2;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
9;2;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
5;-1;8;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0
3;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
1;-25;8;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
1;-1;5;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0
3;0;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
0;0;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
2;-1;3;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0
2;-1;9;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
10;0;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
26;-1;10;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1
5;-1;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;0;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
2;-1;5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
3;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;3;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;3;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
9;-28;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
19;-1;7;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
0;-1;4;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1
1;-1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
3;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
4;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
12;-1;2;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;4;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
0;0;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
2;-1;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;9;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5;0;6;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
0;0;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
1;-5;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0
6;0;10;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
16;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
7;0;3;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;9;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;0;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
5;-2;6;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
1;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
5;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
0;-1;3;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;10;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
5;-1;4;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-17;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-6;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
7;-1;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
1;-1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;0;6;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;0;2;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
4;0;10;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;5;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0
1;-23;4;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
1;-20;5;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
3;0;4;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
3;-1;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
7;-1;8;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1
2;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-5;9;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1
0;-1;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
17;-1;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-2;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
1;-1;5;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-7;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-23;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;6;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0
2;-1;8;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-1;7;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
9;-1;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
7;0;8;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1
1;-1;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-2;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;-2;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
1;-1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-22;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;8;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
5;-1;8;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
4;-3;5;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
5;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
21;0;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-4;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
3;-4;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
3;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
5;-1;5;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;0;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
1;-14;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
6;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;4;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0
9;0;6;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
8;-1;4;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
2;-2;5;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
3;0;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
7;0;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5;-8;7;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
4;-1;7;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;0;7;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
1;-1;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
10;-1;7;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
0;-1;4;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
2;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-2;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
2;-1;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
12;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-15;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-12;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
1;-1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;8;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
3;26;8;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
5;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
6;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;-1;4;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
2;-1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
3;-1;8;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
11;-1;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
7;-1;7;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
2;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
11;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-20;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;-1;2;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
2;-1;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;5;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1
0;-4;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
5;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;0;3;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;2;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-4;5;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0
0;-1;9;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1
0;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
2;-3;9;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
1;13;7;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
5;16;6;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
22;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;3;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0
2;-1;2;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
5;-1;9;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
12;-1;8;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;4;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
1;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
0;-1;7;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;0;8;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
0;0;8;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0
1;-1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;0;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
3;0;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0
11;0;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
0;-1;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
13;0;2;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
9;-1;9;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
4;-1;10;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
6;-26;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;9;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
1;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;3;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;4;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
1;-1;2;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
20;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;6;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
6;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-1;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
7;-1;7;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;0;7;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
9;-1;8;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;8;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;5;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0
3;0;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;4;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
1;-1;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
1;0;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
2;0;3;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0
1;-1;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
25;-1;7;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
0;-1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
4;0;7;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
3;0;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
15;0;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
4;-1;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
3;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
0;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
0;-1;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
1;-1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
3;-1;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
4;-1;4;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-4;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;3;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
0;-1;7;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
4;-1;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;0;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0
5;7;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
8;-1;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
4;-1;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
10;0;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
4;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
2;0;8;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1
3;0;4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
0;-1;9;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;5;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
22;-1;9;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
3;0;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;-1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
10;18;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
1;-1;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
4;-1;9;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1
2;-3;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
3;-1;9;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
3;0;5;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;0;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0
0;-1;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
8;-22;2;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
5;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;0;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
1;3;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
8;-1;9;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5;-1;4;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-5;6;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0
2;-10;6;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
4;-1;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
21;-1;6;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4;-1;10;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
1;-1;3;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;0;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1
6;-1;4;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
9;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
15;-1;8;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1
22;0;10;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0
1;-1;4;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
10;-1;3;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-1;9;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
