Age,Workclass,Education,Marital_Status,Occupation,FamilyStatus,Race,Sex,Native_Country,Salary
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
29,Federal-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
58,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,United-States,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
42,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
29,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
29,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
47,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
46,Private,Bachelors,Divorced,Sales,Unmarried,Black,Female,United-States,>50K
28,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
39,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
60,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
22,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
41,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
31,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
62,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,<=50K
43,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,>50K
55,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
42,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
55,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
19,Private,11th,Never-married,Sales,Own-child,Other,Female,Nicaragua,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
51,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
49,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
29,State-gov,Masters,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,Taiwan,<=50K
25,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
42,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
21,Private,11th,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
26,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
24,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
65,State-gov,7th-8th,Widowed,Other-service,Other-relative,White,Female,United-States,<=50K
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
53,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
40,Local-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
49,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
86,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
49,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
43,Self-emp-not-inc,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
47,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,Puerto-Rico,<=50K
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
25,Local-gov,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
39,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
28,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
26,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,Puerto-Rico,<=50K
27,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
59,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Male,United-States,<=50K
64,State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
90,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
51,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
39,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,Dominican-Republic,<=50K
47,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
24,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
62,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
49,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
18,Private,10th,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
63,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
61,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
39,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
42,Local-gov,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
67,Self-emp-not-inc,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
40,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
35,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
45,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
52,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Columbia,<=50K
19,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
23,Private,12th,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
23,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,<=50K
52,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
33,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,Haiti,<=50K
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
38,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
59,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
19,Private,11th,Never-married,Transport-moving,Other-relative,White,Male,United-States,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
59,Private,Assoc-acdm,Widowed,Exec-managerial,Unmarried,White,Female,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
31,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
28,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
28,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
41,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,El-Salvador,<=50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,Portugal,<=50K
20,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
37,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
46,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
66,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
25,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
55,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
56,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Female,United-States,<=50K
47,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Other,Female,United-States,<=50K
52,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
62,Private,Doctorate,Divorced,Prof-specialty,Unmarried,White,Male,United-States,>50K
46,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
29,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,United-States,<=50K
21,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
35,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,India,>50K
35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Taiwan,>50K
34,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
21,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
41,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
47,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,El-Salvador,<=50K
46,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
58,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
41,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
77,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
29,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
54,Private,Preschool,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,India,<=50K
39,State-gov,Some-college,Separated,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
36,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,<=50K
24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
32,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
47,Private,Bachelors,Widowed,Craft-repair,Unmarried,Black,Female,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
59,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
29,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
37,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
36,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
59,Private,Masters,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
52,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
29,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,Thailand,<=50K
39,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
39,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
69,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
60,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
75,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
37,State-gov,Assoc-voc,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
20,Private,11th,Never-married,Other-service,Own-child,Black,Male,United-States,<=50K
58,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
21,State-gov,Masters,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
28,Private,HS-grad,Separated,Protective-serv,Other-relative,White,Male,United-States,<=50K
40,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
41,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
58,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
44,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
29,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,Mexico,<=50K
45,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
23,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
39,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
45,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
35,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
62,Private,7th-8th,Divorced,Tech-support,Unmarried,White,Female,Columbia,<=50K
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
32,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
70,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
57,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
31,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
66,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Local-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
53,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
61,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,Mexico,<=50K
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
58,Local-gov,9th,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
37,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Puerto-Rico,<=50K
56,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,United-States,>50K
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
28,Private,10th,Never-married,Transport-moving,Unmarried,White,Male,United-States,<=50K
61,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
66,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
21,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
26,Private,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,United-States,<=50K
21,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
